age,workclass,education,occupation,sex,hours.per.week,capital.investment-loss,income
33,Private,Some-college,Sales,Male,48,1869.366188,>50K
34,Private,HS-grad,Machine-op-inspct,Female,40,1869.366188,<=50K
53,Private,HS-grad,Sales,Female,37,1869.366188,<=50K
22,Private,10th,Craft-repair,Male,30,1869.366188,<=50K
57,State-gov,HS-grad,Other-service,Female,35,1869.366188,<=50K
23,Private,7th-8th,Craft-repair,Male,40,1869.366188,<=50K
31,Private,11th,Transport-moving,Male,40,1869.366188,<=50K
23,State-gov,Bachelors,Tech-support,Male,22,1869.366188,<=50K
32,Local-gov,Bachelors,Prof-specialty,Female,50,1869.366188,>50K
42,Private,Assoc-acdm,Adm-clerical,Female,40,1869.366188,>50K
51,Private,7th-8th,Transport-moving,Male,40,1869.366188,<=50K
36,Private,Bachelors,Exec-managerial,Female,40,1869.366188,<=50K
35,Private,Assoc-voc,Sales,Male,50,1869.366188,>50K
33,Private,7th-8th,Machine-op-inspct,Male,40,1869.366188,<=50K
43,Private,Assoc-voc,Prof-specialty,Female,40,1869.366188,<=50K
60,Private,HS-grad,Tech-support,Female,40,1869.366188,>50K
37,State-gov,Bachelors,Prof-specialty,Male,55,1869.366188,>50K
35,Private,Some-college,Tech-support,Female,40,1869.366188,<=50K
36,Private,Some-college,Adm-clerical,Male,52,1869.366188,<=50K
54,Private,7th-8th,Craft-repair,Male,40,1869.366188,<=50K
51,Private,Assoc-voc,Handlers-cleaners,Male,40,1869.366188,>50K
45,Private,Assoc-acdm,Craft-repair,Male,45,1869.366188,>50K
63,Federal-gov,Some-college,Exec-managerial,Female,40,1869.366188,<=50K
58,Self-emp-not-inc,Masters,Sales,Male,18,1869.366188,<=50K
64,Local-gov,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
44,Federal-gov,Bachelors,Adm-clerical,Male,40,1869.366188,>50K
39,Private,Bachelors,Exec-managerial,Female,48,1869.366188,<=50K
45,State-gov,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
44,Private,Doctorate,Adm-clerical,Male,55,1869.366188,>50K
22,Federal-gov,Some-college,Exec-managerial,Female,40,1869.366188,<=50K
26,Private,Assoc-voc,Other-service,Male,40,1869.366188,<=50K
42,Self-emp-not-inc,Bachelors,Farming-fishing,Male,45,1869.366188,<=50K
20,Private,HS-grad,Other-service,Female,25,1869.366188,<=50K
25,Private,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
46,Private,Assoc-voc,Adm-clerical,Female,40,1869.366188,<=50K
31,Private,Some-college,Craft-repair,Male,60,1869.366188,<=50K
24,Private,Assoc-voc,Exec-managerial,Male,35,1869.366188,<=50K
43,Private,Some-college,Sales,Male,50,1869.366188,>50K
23,Private,12th,Machine-op-inspct,Male,21,1869.366188,<=50K
32,Local-gov,HS-grad,Transport-moving,Female,37,1869.366188,<=50K
40,Self-emp-not-inc,Bachelors,Sales,Male,40,1869.366188,<=50K
38,Private,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
23,Private,Assoc-voc,Machine-op-inspct,Male,40,1869.366188,<=50K
47,Private,Assoc-acdm,Other-service,Female,35,1869.366188,<=50K
17,Private,10th,Sales,Female,10,1869.366188,<=50K
29,Local-gov,Prof-school,Prof-specialty,Female,70,1869.366188,<=50K
21,State-gov,Some-college,Prof-specialty,Female,20,1869.366188,<=50K
31,Private,HS-grad,Other-service,Male,40,1869.366188,>50K
23,Private,Bachelors,Sales,Female,45,1869.366188,<=50K
41,Private,Masters,Prof-specialty,Male,55,1869.366188,>50K
46,Local-gov,Bachelors,Prof-specialty,Male,35,1869.366188,>50K
34,Private,Some-college,Protective-serv,Female,25,1869.366188,<=50K
42,Self-emp-not-inc,HS-grad,Craft-repair,Male,24,1869.366188,<=50K
46,Private,HS-grad,Craft-repair,Male,37,1869.366188,<=50K
52,Private,Some-college,Craft-repair,Male,40,1869.366188,>50K
56,Private,HS-grad,Craft-repair,Female,40,1869.366188,<=50K
21,Private,Assoc-voc,Machine-op-inspct,Male,40,1869.366188,<=50K
22,Self-emp-not-inc,HS-grad,Craft-repair,Male,20,1869.366188,<=50K
31,Private,Bachelors,Adm-clerical,Female,45,1869.366188,<=50K
41,Self-emp-not-inc,HS-grad,Other-service,Male,60,1869.366188,<=50K
25,Private,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
43,Self-emp-not-inc,Bachelors,Exec-managerial,Male,60,1869.366188,<=50K
45,Private,HS-grad,Sales,Female,40,1869.366188,<=50K
26,Private,Some-college,Tech-support,Male,60,1869.366188,<=50K
90,Private,Some-college,Other-service,Male,35,1869.366188,<=50K
30,Private,Bachelors,Other-service,Female,40,1869.366188,>50K
42,Private,Some-college,Craft-repair,Male,40,1869.366188,<=50K
20,Private,Some-college,Handlers-cleaners,Male,35,1869.366188,<=50K
64,State-gov,HS-grad,Adm-clerical,Female,38,1869.366188,<=50K
56,Private,7th-8th,Transport-moving,Male,20,1869.366188,<=50K
42,Private,Some-college,Prof-specialty,Male,40,1869.366188,>50K
26,Private,Bachelors,Sales,Female,40,1869.366188,>50K
31,Local-gov,Assoc-acdm,Adm-clerical,Female,40,1869.366188,<=50K
58,Private,Some-college,Craft-repair,Male,40,1869.366188,<=50K
41,Private,Bachelors,Exec-managerial,Male,40,1869.366188,<=50K
58,Self-emp-inc,HS-grad,Sales,Male,47,1869.366188,<=50K
62,State-gov,Masters,Prof-specialty,Male,60,1869.366188,>50K
40,Private,Some-college,Craft-repair,Male,40,1869.366188,<=50K
45,Local-gov,Some-college,Protective-serv,Male,40,1869.366188,>50K
22,Private,HS-grad,Craft-repair,Male,55,1869.366188,<=50K
63,Federal-gov,Masters,Exec-managerial,Male,50,1869.366188,>50K
37,Private,Some-college,Craft-repair,Male,40,1869.366188,<=50K
56,Private,11th,Farming-fishing,Male,50,1869.366188,<=50K
32,Private,Assoc-voc,Prof-specialty,Male,40,1869.366188,<=50K
35,Private,11th,Transport-moving,Male,90,1869.366188,<=50K
41,Private,11th,Machine-op-inspct,Male,40,1869.366188,<=50K
22,Private,10th,Transport-moving,Male,25,1869.366188,<=50K
23,Private,HS-grad,Tech-support,Female,40,1869.366188,<=50K
36,Private,Masters,Exec-managerial,Male,40,1869.366188,>50K
45,Private,Assoc-voc,Craft-repair,Male,40,1869.366188,<=50K
23,Self-emp-not-inc,HS-grad,Farming-fishing,Male,25,1869.366188,<=50K
21,Private,11th,Other-service,Female,40,1869.366188,<=50K
29,Private,Bachelors,Sales,Male,40,1869.366188,>50K
36,Self-emp-not-inc,Assoc-voc,Tech-support,Male,60,1869.366188,<=50K
62,Self-emp-not-inc,12th,Craft-repair,Male,40,1869.366188,>50K
25,Federal-gov,Some-college,Exec-managerial,Male,40,1869.366188,<=50K
34,Private,Assoc-acdm,Exec-managerial,Female,45,1869.366188,<=50K
33,Private,Bachelors,Farming-fishing,Male,40,1869.366188,<=50K
28,Private,Assoc-acdm,Sales,Male,30,1869.366188,<=50K
47,Private,HS-grad,Other-service,Male,40,1869.366188,>50K
34,Private,Bachelors,Exec-managerial,Male,70,1869.366188,<=50K
28,Private,HS-grad,Handlers-cleaners,Male,40,1869.366188,<=50K
22,Private,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
33,Private,Assoc-voc,Adm-clerical,Male,45,1869.366188,<=50K
36,State-gov,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
61,Local-gov,Bachelors,Prof-specialty,Male,30,1869.366188,<=50K
57,Private,Some-college,Craft-repair,Male,40,1869.366188,<=50K
55,Private,Doctorate,Prof-specialty,Male,40,1869.366188,<=50K
43,Private,HS-grad,Sales,Female,44,1869.366188,<=50K
17,Private,11th,Craft-repair,Male,10,1869.366188,<=50K
63,Private,7th-8th,Other-service,Female,40,1869.366188,<=50K
19,Private,Some-college,Exec-managerial,Female,30,1869.366188,<=50K
33,Self-emp-not-inc,Bachelors,Sales,Male,45,1869.366188,>50K
37,Private,Bachelors,Farming-fishing,Male,50,1869.366188,<=50K
27,Private,7th-8th,Transport-moving,Male,45,1869.366188,<=50K
36,Local-gov,Bachelors,Adm-clerical,Male,40,1869.366188,<=50K
30,Self-emp-inc,HS-grad,Exec-managerial,Male,65,1869.366188,>50K
22,Private,Bachelors,Prof-specialty,Male,55,1869.366188,<=50K
20,Private,HS-grad,Handlers-cleaners,Male,45,1869.366188,<=50K
18,Private,Some-college,Sales,Female,40,1869.366188,<=50K
19,Private,HS-grad,Sales,Female,35,1869.366188,<=50K
32,State-gov,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
70,Private,7th-8th,Other-service,Male,25,1869.366188,<=50K
57,Private,Bachelors,Exec-managerial,Male,40,1869.366188,>50K
34,Private,Assoc-voc,Machine-op-inspct,Male,40,1869.366188,<=50K
48,Private,Some-college,Exec-managerial,Male,40,1869.366188,>50K
42,Private,11th,Other-service,Female,40,1869.366188,<=50K
51,Private,10th,Other-service,Male,40,1869.366188,<=50K
36,Local-gov,Some-college,Adm-clerical,Female,65,1869.366188,<=50K
33,Private,Some-college,Exec-managerial,Male,40,1869.366188,<=50K
50,Private,Some-college,Farming-fishing,Male,40,1869.366188,<=50K
55,Self-emp-not-inc,9th,Farming-fishing,Male,25,1869.366188,<=50K
35,Private,HS-grad,Sales,Male,40,1869.366188,<=50K
32,Self-emp-not-inc,12th,Craft-repair,Male,40,1869.366188,<=50K
29,Private,11th,Transport-moving,Male,60,1869.366188,<=50K
24,Self-emp-not-inc,Bachelors,Sales,Male,40,1869.366188,<=50K
61,Private,9th,Machine-op-inspct,Male,40,1869.366188,<=50K
34,Private,HS-grad,Machine-op-inspct,Male,44,1869.366188,>50K
36,Self-emp-not-inc,HS-grad,Farming-fishing,Male,84,1869.366188,<=50K
61,Self-emp-not-inc,HS-grad,Craft-repair,Male,52,1869.366188,>50K
35,Private,Prof-school,Sales,Male,35,1869.366188,<=50K
26,Private,Bachelors,Tech-support,Male,40,1869.366188,<=50K
44,Local-gov,Some-college,Other-service,Female,40,1869.366188,<=50K
31,State-gov,Masters,Adm-clerical,Male,25,1869.366188,<=50K
39,State-gov,HS-grad,Other-service,Male,40,1869.366188,<=50K
20,Private,Some-college,Tech-support,Female,24,1869.366188,<=50K
32,Self-emp-inc,Some-college,Craft-repair,Male,40,1869.366188,<=50K
32,Self-emp-not-inc,HS-grad,Sales,Male,40,1869.366188,<=50K
61,Private,9th,Machine-op-inspct,Male,20,1869.366188,<=50K
54,Local-gov,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
23,Private,Assoc-acdm,Craft-repair,Male,40,1869.366188,<=50K
19,Private,HS-grad,Sales,Male,3,1869.366188,<=50K
31,Private,Some-college,Prof-specialty,Male,40,1869.366188,<=50K
35,Private,5th-6th,Handlers-cleaners,Male,40,1869.366188,<=50K
29,Private,HS-grad,Other-service,Female,25,1869.366188,<=50K
29,Local-gov,HS-grad,Protective-serv,Female,40,1869.366188,<=50K
25,Private,10th,Other-service,Female,25,1869.366188,<=50K
46,Private,Bachelors,Sales,Female,40,1869.366188,<=50K
35,Private,Assoc-voc,Other-service,Female,30,1869.366188,<=50K
20,Private,10th,Sales,Male,40,1869.366188,<=50K
24,Self-emp-not-inc,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
37,Private,HS-grad,Machine-op-inspct,Female,40,1869.366188,<=50K
60,Self-emp-not-inc,HS-grad,Sales,Male,40,1869.366188,<=50K
29,Local-gov,Some-college,Adm-clerical,Female,38,1869.366188,<=50K
31,Self-emp-not-inc,Assoc-voc,Craft-repair,Male,20,1869.366188,<=50K
26,Self-emp-not-inc,Assoc-acdm,Craft-repair,Male,40,1869.366188,<=50K
46,Private,Assoc-voc,Protective-serv,Male,40,1869.366188,<=50K
48,Private,HS-grad,Machine-op-inspct,Female,55,1869.366188,<=50K
46,Private,HS-grad,Sales,Female,40,1869.366188,<=50K
39,Self-emp-not-inc,HS-grad,Sales,Female,54,1869.366188,>50K
50,Federal-gov,Masters,Tech-support,Male,40,1869.366188,>50K
30,Private,Assoc-voc,Tech-support,Female,40,1869.366188,>50K
29,Self-emp-not-inc,HS-grad,Craft-repair,Male,40,1869.366188,<=50K
23,Private,11th,Transport-moving,Female,38,1869.366188,<=50K
32,Private,10th,Craft-repair,Male,40,1869.366188,<=50K
55,Private,HS-grad,Handlers-cleaners,Male,40,1869.366188,<=50K
41,Private,Some-college,Sales,Male,50,1869.366188,<=50K
18,Private,11th,Adm-clerical,Male,40,1869.366188,<=50K
74,Self-emp-not-inc,Bachelors,Exec-managerial,Male,10,1869.366188,<=50K
40,Private,Doctorate,Prof-specialty,Male,40,1869.366188,>50K
52,Self-emp-not-inc,7th-8th,Craft-repair,Male,40,1869.366188,<=50K
54,Private,Some-college,Sales,Female,48,1869.366188,<=50K
36,Private,HS-grad,Craft-repair,Male,48,1869.366188,<=50K
26,Private,HS-grad,Handlers-cleaners,Female,40,1869.366188,<=50K
18,Private,11th,Craft-repair,Male,20,1869.366188,<=50K
38,Private,HS-grad,Exec-managerial,Male,50,1869.366188,<=50K
57,Private,Bachelors,Sales,Male,40,1869.366188,>50K
20,Private,HS-grad,Protective-serv,Male,40,1869.366188,<=50K
27,Private,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
60,Private,5th-6th,Machine-op-inspct,Female,40,1869.366188,<=50K
52,Private,HS-grad,Craft-repair,Female,50,1869.366188,<=50K
61,Private,7th-8th,Transport-moving,Male,40,1869.366188,<=50K
57,Self-emp-not-inc,HS-grad,Craft-repair,Male,55,1869.366188,>50K
59,Self-emp-not-inc,Prof-school,Sales,Male,25,1869.366188,<=50K
34,Self-emp-not-inc,HS-grad,Craft-repair,Male,45,1869.366188,>50K
31,Private,Assoc-acdm,Craft-repair,Male,50,1869.366188,>50K
42,Private,HS-grad,Protective-serv,Male,35,1869.366188,<=50K
70,Private,Some-college,Adm-clerical,Female,6,1869.366188,<=50K
29,Private,Some-college,Transport-moving,Male,45,1869.366188,>50K
25,Private,12th,Other-service,Female,40,1869.366188,<=50K
28,Private,HS-grad,Other-service,Female,40,1869.366188,<=50K
35,Private,Bachelors,Craft-repair,Male,40,1869.366188,<=50K
36,Self-emp-not-inc,Some-college,Craft-repair,Male,60,1869.366188,>50K
46,Private,Assoc-voc,Craft-repair,Male,40,1869.366188,<=50K
52,Private,Assoc-voc,Other-service,Female,35,1869.366188,<=50K
65,Private,7th-8th,Machine-op-inspct,Male,40,1869.366188,<=50K
43,Private,Assoc-voc,Machine-op-inspct,Male,40,1869.366188,<=50K
41,Local-gov,HS-grad,Prof-specialty,Female,40,1869.366188,<=50K
47,Self-emp-not-inc,Bachelors,Exec-managerial,Male,30,1869.366188,<=50K
49,Federal-gov,Masters,Exec-managerial,Male,56,1869.366188,>50K
18,Local-gov,12th,Protective-serv,Male,40,1869.366188,<=50K
34,Self-emp-not-inc,HS-grad,Craft-repair,Male,50,1869.366188,<=50K
24,Private,HS-grad,Adm-clerical,Male,40,1869.366188,<=50K
34,Private,Some-college,Sales,Male,65,1869.366188,<=50K
47,Private,HS-grad,Machine-op-inspct,Male,50,1869.366188,>50K
27,Federal-gov,HS-grad,Exec-managerial,Female,40,1869.366188,<=50K
63,Private,Assoc-voc,Adm-clerical,Female,8,1869.366188,<=50K
34,Private,Some-college,Adm-clerical,Male,40,1869.366188,>50K
25,Private,Some-college,Sales,Male,50,1869.366188,<=50K
35,Private,HS-grad,Sales,Female,50,1869.366188,<=50K
24,Private,Some-college,Transport-moving,Male,70,1869.366188,>50K
26,Private,Some-college,Adm-clerical,Female,35,1869.366188,<=50K
59,Local-gov,Assoc-voc,Adm-clerical,Female,40,1869.366188,<=50K
43,Private,Doctorate,Prof-specialty,Female,40,1869.366188,<=50K
41,Private,HS-grad,Farming-fishing,Male,40,1869.366188,<=50K
51,Private,Some-college,Sales,Male,40,1869.366188,<=50K
27,Private,HS-grad,Adm-clerical,Female,40,1869.366188,<=50K
36,Private,HS-grad,Exec-managerial,Male,40,1869.366188,<=50K
25,Private,Some-college,Farming-fishing,Male,60,1869.366188,<=50K
22,Local-gov,Some-college,Prof-specialty,Female,21,1869.366188,<=50K
39,Private,Assoc-voc,Adm-clerical,Female,20,1869.366188,>50K
40,Private,9th,Machine-op-inspct,Female,40,1869.366188,<=50K
46,Private,HS-grad,Exec-managerial,Male,45,1869.366188,<=50K
54,Federal-gov,HS-grad,Adm-clerical,Female,20,1869.366188,<=50K
19,Private,Some-college,Sales,Male,30,1869.366188,<=50K
24,State-gov,Masters,Prof-specialty,Male,13,1869.366188,<=50K
29,Self-emp-not-inc,HS-grad,Farming-fishing,Male,65,1869.366188,<=50K
34,Private,9th,Craft-repair,Male,40,1869.366188,<=50K
56,Private,11th,Machine-op-inspct,Female,40,1869.366188,<=50K
19,Private,10th,Sales,Female,40,1869.366188,<=50K
32,Self-emp-inc,HS-grad,Sales,Male,65,1869.366188,>50K
48,Private,HS-grad,Adm-clerical,Female,52,1869.366188,<=50K
47,Private,HS-grad,Transport-moving,Male,25,1869.366188,<=50K
52,Private,HS-grad,Transport-moving,Male,60,1869.366188,>50K
40,Private,1st-4th,Machine-op-inspct,Female,40,1869.366188,<=50K
28,Private,10th,Craft-repair,Male,50,1869.366188,<=50K
57,Private,1st-4th,Craft-repair,Male,40,1869.366188,<=50K
33,Private,Some-college,Exec-managerial,Male,50,1869.366188,>50K
46,Private,Bachelors,Craft-repair,Male,45,1869.366188,>50K
35,Private,Assoc-acdm,Handlers-cleaners,Female,24,1869.366188,<=50K
23,Private,10th,Craft-repair,Female,40,1869.366188,<=50K
41,Private,HS-grad,Transport-moving,Male,50,1869.366188,>50K
60,Private,Assoc-acdm,Adm-clerical,Male,35,1869.366188,>50K
32,Private,Bachelors,Adm-clerical,Male,55,1869.366188,<=50K
56,Federal-gov,HS-grad,Transport-moving,Male,40,1869.366188,<=50K
45,State-gov,Assoc-voc,Tech-support,Female,40,1869.366188,<=50K
24,Private,HS-grad,Exec-managerial,Female,45,1869.366188,>50K
18,Private,10th,Handlers-cleaners,Male,27,1869.366188,<=50K
45,State-gov,Some-college,Exec-managerial,Male,40,1869.366188,<=50K
18,Private,11th,Sales,Female,25,1869.366188,<=50K
25,Private,HS-grad,Transport-moving,Male,30,1869.366188,<=50K
31,State-gov,HS-grad,Sales,Male,40,1869.366188,<=50K
19,Private,HS-grad,Machine-op-inspct,Male,45,1869.366188,<=50K
41,Private,Bachelors,Exec-managerial,Male,40,1869.366188,>50K
74,Private,Prof-school,Adm-clerical,Female,20,1869.366188,<=50K
27,Private,5th-6th,Transport-moving,Male,40,1869.366188,<=50K
31,Private,Assoc-voc,Sales,Male,40,1869.366188,>50K
40,Self-emp-inc,HS-grad,Handlers-cleaners,Male,40,1869.366188,<=50K
41,Federal-gov,HS-grad,Transport-moving,Male,40,1869.366188,>50K
25,Private,Masters,Sales,Male,20,1869.366188,<=50K
42,Private,HS-grad,Craft-repair,Male,60,1869.366188,<=50K
24,Private,Bachelors,Craft-repair,Female,40,1869.366188,<=50K
42,Private,Assoc-acdm,Craft-repair,Male,50,1869.366188,>50K
45,Self-emp-not-inc,10th,Craft-repair,Male,70,1869.366188,<=50K
32,Private,HS-grad,Handlers-cleaners,Male,60,1869.366188,<=50K
54,Private,HS-grad,Craft-repair,Male,45,1869.366188,<=50K
52,State-gov,Masters,Prof-specialty,Male,40,1869.366188,<=50K
21,State-gov,Some-college,Adm-clerical,Female,15,1869.366188,<=50K
33,Private,Bachelors,Exec-managerial,Female,40,1869.366188,>50K
28,Private,5th-6th,Machine-op-inspct,Female,40,1869.366188,<=50K
27,Self-emp-not-inc,11th,Craft-repair,Male,40,1869.366188,<=50K
42,Local-gov,Bachelors,Prof-specialty,Female,50,1869.366188,<=50K
27,Self-emp-inc,Some-college,Adm-clerical,Female,45,1869.366188,<=50K
46,Private,Some-college,Craft-repair,Male,40,1869.366188,<=50K
55,Self-emp-not-inc,HS-grad,Other-service,Female,25,1869.366188,<=50K
50,Private,7th-8th,Sales,Male,49,1869.366188,<=50K
37,Private,Some-college,Exec-managerial,Male,55,1869.366188,<=50K
18,Private,HS-grad,Sales,Female,24,1869.366188,<=50K
31,Private,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
49,Private,HS-grad,Transport-moving,Male,50,1869.366188,<=50K
26,Federal-gov,Prof-school,Prof-specialty,Male,60,1869.366188,<=50K
48,Private,HS-grad,Craft-repair,Male,45,1869.366188,>50K
48,State-gov,Assoc-voc,Prof-specialty,Female,56,1869.366188,>50K
70,Private,Bachelors,Sales,Male,70,1869.366188,>50K
20,Private,HS-grad,Handlers-cleaners,Male,43,1869.366188,<=50K
38,Private,5th-6th,Other-service,Male,75,1869.366188,<=50K
37,Self-emp-not-inc,Some-college,Other-service,Female,40,1869.366188,<=50K
49,Private,Some-college,Exec-managerial,Female,40,1869.366188,>50K
43,Private,1st-4th,Sales,Male,40,1869.366188,<=50K
38,Private,Prof-school,Prof-specialty,Male,50,1869.366188,<=50K
23,Private,7th-8th,Other-service,Male,25,1869.366188,<=50K
33,Private,Some-college,Adm-clerical,Male,40,1869.366188,<=50K
31,Private,Some-college,Farming-fishing,Female,45,1869.366188,<=50K
64,Private,Some-college,Tech-support,Female,40,1869.366188,<=50K
26,Local-gov,Bachelors,Prof-specialty,Male,28,1869.366188,<=50K
55,Private,Some-college,Prof-specialty,Male,40,1869.366188,<=50K
61,Local-gov,Bachelors,Prof-specialty,Male,40,1869.366188,<=50K
37,Private,HS-grad,Tech-support,Male,40,1869.366188,>50K
78,Local-gov,Bachelors,Exec-managerial,Male,15,1869.366188,<=50K
27,Federal-gov,Some-college,Adm-clerical,Female,40,1869.366188,<=50K
49,Private,HS-grad,Prof-specialty,Male,42,1869.366188,<=50K
42,Private,Bachelors,Transport-moving,Male,58,1869.366188,<=50K
61,Private,9th,Craft-repair,Male,40,1869.366188,<=50K
64,Self-emp-not-inc,Bachelors,Adm-clerical,Male,5,1869.366188,<=50K
